delivery_id,factory_id,project_id,distance_km,expected_time_hours,actual_time_hours,delay_flag,date,project_lat,project_lon,demand,priority_level,factory_lat,factory_lon,base_production_per_week,production_variability,max_storage,weather_index,traffic_index,delay_hours,computed_distance,weather_distance,traffic_distance,priority_encoded,day_of_week,is_weekend
D119,F4,P89,410.66,10.27,20.97,1,2026-04-04,13.509656866731037,74.23097082073745,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.97,1.0,10.7,401.73007762873345,398.34020000000004,410.66,3,5,1
D120,F4,P79,613.34,15.33,26.21,1,2026-04-16,14.789327898333834,72.76941240873137,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.35,0.71,10.88,600.2212135181828,214.669,435.4714,3,3,0
D121,F5,P156,501.5,12.54,23.44,1,2026-04-14,17.84031453249455,72.38172902153319,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.88,0.24,10.900000000000002,501.3206715037772,441.32,120.36,1,1,0
D122,F1,P62,634.12,15.85,21.47,1,2026-04-26,14.031323311474758,73.9750085027088,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.53,0.44,5.619999999999999,615.5262580993942,336.08360000000005,279.0128,1,6,1
D123,F3,P192,591.84,14.8,23.63,1,2026-04-26,13.905889219231836,75.02183108941036,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.53,0.44,8.829999999999998,590.191875566782,313.6752,260.4096,1,6,1
D124,F5,P17,600.16,15.0,22.56,1,2026-04-28,12.250506339644469,78.73827819675999,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.56,0.32,7.559999999999999,586.882886800168,336.0896,192.0512,3,1,0
D125,F3,P156,506.07,12.65,19.89,1,2026-04-05,17.84031453249455,72.38172902153319,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.06,0.74,7.24,482.5761502145353,30.364199999999997,374.4918,1,6,1
D126,F2,P7,312.94,7.82,12.66,1,2026-04-19,18.879523253890564,77.44246030870224,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.33,0.43,4.84,306.9099225909712,103.2702,134.5642,3,6,1
D127,F4,P32,770.82,19.27,32.21,1,2026-04-03,19.319677404350244,78.8003086223184,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.11,0.93,12.940000000000001,771.5348101917567,84.79020000000001,716.8626,2,4,0
D128,F3,P195,836.3,20.91,35.95,1,2026-04-30,12.799879097294909,72.42788237397895,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.92,0.25,15.040000000000003,826.9541020129021,769.396,209.075,2,3,0
D129,F1,P136,548.34,13.71,29.09,1,2026-04-08,19.854727106484248,78.7114680165549,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.84,0.87,15.379999999999999,548.4909483457005,460.60560000000004,477.05580000000003,3,2,0
D130,F5,P156,501.5,12.54,20.86,1,2026-04-16,17.84031453249455,72.38172902153319,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.35,0.71,8.32,501.3206715037772,175.52499999999998,356.065,1,3,0
D131,F2,P187,254.48,6.36,8.68,1,2026-04-28,16.607396602064675,77.85318204239712,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.56,0.32,2.3199999999999994,244.2460849701312,142.5088,81.4336,2,1,0
D132,F2,P193,71.5,1.79,3.62,1,2026-04-02,16.274619788244507,75.97248952546462,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.95,0.78,1.83,70.46217632140339,67.925,55.77,2,3,0
D133,F4,P120,319.4,7.98,11.28,1,2026-04-25,15.15753173447578,78.75370512581048,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.48,0.08,3.299999999999999,318.8994653031243,153.31199999999998,25.552,1,5,1
D134,F3,P112,162.98,4.07,8.74,1,2026-04-08,19.95640408637873,75.75955611192754,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.84,0.87,4.67,158.57794068862512,136.9032,141.7926,1,2,0
D135,F1,P193,427.52,10.69,18.13,1,2026-04-22,16.274619788244507,75.97248952546462,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.77,0.82,7.4399999999999995,414.1856408509739,329.1904,350.5664,2,2,0
D136,F2,P189,374.38,9.36,13.14,1,2026-04-16,16.644352098751277,78.93693285767777,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.35,0.71,3.780000000000001,359.221299392279,131.033,265.8098,3,3,0
D137,F2,P32,456.76,11.42,21.92,1,2026-04-08,19.319677404350244,78.8003086223184,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.84,0.87,10.500000000000002,443.76385790652466,383.67839999999995,397.3812,2,2,0
D138,F3,P112,162.98,4.07,5.85,1,2026-04-10,19.95640408637873,75.75955611192754,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.22,0.4,1.7799999999999994,158.57794068862512,35.855599999999995,65.192,1,4,0
D139,F3,P138,780.84,19.52,30.56,1,2026-04-26,12.310677875435385,74.42612411738578,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.53,0.44,11.04,778.8917147453677,413.84520000000003,343.56960000000004,2,6,1
D140,F5,P75,289.74,7.24,15.08,1,2026-04-27,13.205740351723437,76.06559021392574,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.8,0.98,7.84,282.49652323689975,231.79200000000003,283.9452,1,0,0
D141,F2,P33,337.58,8.44,18.42,1,2026-04-02,15.595605393105629,72.76328093192329,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.95,0.78,9.980000000000002,326.81460936684493,320.70099999999996,263.31239999999997,2,3,0
D142,F2,P12,164.74,4.12,5.89,1,2026-04-17,17.466108150603667,76.87997326226096,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.48,0.38,1.7699999999999996,159.33073939369874,79.0752,62.601200000000006,2,4,0
D143,F2,P1,644.38,16.11,24.85,1,2026-04-19,12.05653044175774,72.18449940033133,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.33,0.43,8.740000000000002,638.6178353360289,212.6454,277.0834,3,6,1
D144,F2,P3,677.1,16.93,26.97,1,2026-04-29,12.373325305708924,79.79004415073167,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.04,0.92,10.04,667.8195190766663,27.084000000000003,622.932,2,2,0
D145,F4,P81,422.36,10.56,18.14,1,2026-04-03,16.14201080421984,78.70168084725863,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.11,0.93,7.58,422.33167981014293,46.4596,392.7948,2,4,0
D146,F2,P45,83.75,2.09,2.91,1,2026-04-26,16.83533903422254,76.31872873041338,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.53,0.44,0.8200000000000003,80.33712515277969,44.3875,36.85,2,6,1
D147,F1,P146,572.6,14.31,27.14,1,2026-04-23,12.328540134143006,75.19056721155836,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.74,0.68,12.83,561.7115348906942,423.724,389.36800000000005,2,3,0
D148,F4,P47,482.3,12.06,21.53,1,2026-04-02,16.790923731908286,77.55827946431764,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.95,0.78,9.47,483.11284946274435,458.185,376.194,3,3,0
D149,F1,P127,476.53,11.91,18.4,1,2026-04-06,14.372081149182389,75.35824685157021,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.71,6.489999999999998,462.10401720777907,262.0915,338.33629999999994,2,0,0
D150,F5,P11,67.21,1.68,2.51,1,2026-04-17,13.847150604977193,73.92820372820809,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.48,0.38,0.8299999999999998,66.228780840805,32.260799999999996,25.5398,3,4,0
D151,F2,P144,493.01,12.33,21.46,1,2026-04-18,13.10682473934241,73.06196337794375,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.71,0.25,9.13,488.6010086920385,350.03709999999995,123.2525,2,5,1
D152,F3,P143,413.23,10.33,15.85,1,2026-04-12,15.290831240453429,77.59609768613755,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.51,0.23,5.52,413.1458925447722,210.74730000000002,95.0429,1,6,1
D153,F5,P87,1002.63,25.07,38.96,1,2026-04-03,19.970029598063395,79.72335481031035,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.11,0.93,13.89,983.9408541576796,110.2893,932.4459,2,4,0
D154,F3,P194,501.71,12.54,23.42,1,2026-04-13,15.116944689753629,74.38108139607449,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.58,0.86,10.880000000000003,496.30163984574654,290.99179999999996,431.4706,3,0,0
D155,F3,P32,225.25,5.63,7.7,1,2026-04-20,19.319677404350244,78.8003086223184,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.25,0.41,2.0700000000000003,213.66282770200675,56.3125,92.35249999999999,2,0,0
D156,F5,P151,690.65,17.27,24.36,1,2026-04-03,19.321709821011844,75.53881783784884,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.11,0.93,7.09,688.7664462376785,75.97149999999999,642.3045,1,4,0
D157,F4,P28,662.95,16.57,26.68,1,2026-04-03,14.347905397744306,72.11263858172067,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.11,0.93,10.11,647.8346881016847,72.92450000000001,616.5435000000001,3,4,0
D158,F5,P5,426.06,10.65,16.73,1,2026-04-13,16.9470880746647,75.05969593013731,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.58,0.86,6.08,424.2658824531045,247.11479999999997,366.4116,1,0,0
D159,F2,P66,401.98,10.05,12.5,1,2026-04-20,15.28829610654585,72.26440586320439,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.25,0.41,2.4499999999999993,389.68992961060593,100.495,164.8118,1,0,0
D160,F2,P91,233.32,5.83,8.61,1,2026-04-14,18.850594335024734,75.23606501697752,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.88,0.24,2.7799999999999994,233.45558005367883,205.3216,55.99679999999999,1,1,0
D161,F3,P15,184.66,4.62,8.94,1,2026-04-09,18.04289128254122,75.40124699592995,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.84,0.43,4.319999999999999,178.1959995696448,155.1144,79.4038,3,3,0
D162,F1,P50,654.32,16.36,27.74,1,2026-04-21,15.652276563863282,73.74752349773468,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.57,0.74,11.379999999999999,632.4375854016754,372.9624,484.19680000000005,1,1,0
D163,F2,P149,458.45,11.46,17.88,1,2026-04-14,12.64698373293758,75.42651579952086,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.88,0.24,6.419999999999998,459.2396558349502,403.436,110.02799999999999,1,1,0
D164,F5,P138,165.68,4.14,6.8,1,2026-04-22,12.310677875435385,74.42612411738578,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.77,0.82,2.66,164.26329854879336,127.57360000000001,135.8576,2,2,0
D165,F1,P197,18.25,0.46,0.77,1,2026-04-14,14.839241523701766,79.65440708101166,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.88,0.24,0.31,18.233184093068513,16.06,4.38,3,1,0
D166,F4,P16,192.04,4.8,7.25,1,2026-04-25,13.66353330294551,76.54160262255994,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.48,0.08,2.45,189.86023310334627,92.1792,15.363199999999999,1,5,1
D167,F1,P15,576.34,14.41,25.11,1,2026-04-23,18.04289128254122,75.40124699592995,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.74,0.68,10.7,561.776066324406,426.4916,391.91120000000006,3,3,0
D168,F4,P50,571.14,14.28,25.77,1,2026-04-03,15.652276563863282,73.74752349773468,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.11,0.93,11.49,561.6506104416658,62.8254,531.1602,1,4,0
D169,F4,P85,253.88,6.35,8.52,1,2026-04-05,13.399639416767489,79.85734674663549,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.06,0.74,2.17,249.00029573510298,15.2328,187.8712,1,6,1
D170,F2,P190,186.63,4.67,8.28,1,2026-04-09,16.49493353715019,73.90877487832272,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.84,0.43,3.6099999999999994,179.35311603958206,156.76919999999998,80.2509,1,3,0
D171,F2,P91,233.32,5.83,10.25,1,2026-04-15,18.850594335024734,75.23606501697752,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.91,0.59,4.42,233.45558005367883,212.3212,137.65879999999999,1,2,0
D172,F3,P35,178.04,4.45,7.71,1,2026-04-26,17.327378852939972,76.73038230166182,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.53,0.44,3.26,178.33086071333665,94.3612,78.3376,2,6,1
D173,F2,P127,267.7,6.69,8.66,1,2026-04-19,14.372081149182389,75.35824685157021,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.33,0.43,1.9699999999999998,268.10115361198626,88.341,115.11099999999999,2,6,1
D174,F5,P59,56.93,1.42,3.04,1,2026-04-02,13.953004177982194,73.34632833738344,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.95,0.78,1.62,56.93843934834396,54.083499999999994,44.4054,2,3,0
D175,F1,P86,625.48,15.64,23.57,1,2026-04-06,16.133087130168114,74.08663339864327,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.71,7.93,604.522797745345,344.014,444.0908,1,0,0
D176,F5,P178,406.45,10.16,15.34,1,2026-04-24,12.31170505848187,76.94603107470314,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.24,0.4,5.18,397.91601232245597,97.54799999999999,162.58,2,4,0
D177,F1,P4,774.08,19.35,29.31,1,2026-04-03,13.862170723442434,72.72485147626257,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.11,0.93,9.959999999999997,751.5958885213644,85.14880000000001,719.8944000000001,3,4,0
D178,F5,P150,463.46,11.59,20.79,1,2026-04-03,17.507999206122932,72.46554876406755,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.11,0.93,9.2,463.31679458073904,50.980599999999995,431.0178,2,4,0
D179,F1,P181,613.48,15.34,19.33,1,2026-04-01,14.72499655571392,74.08555622588723,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.21,3.9899999999999984,594.0338562697139,337.41400000000004,128.8308,2,2,0
D180,F3,P95,531.96,13.3,22.01,1,2026-04-15,14.978262132493946,79.52106753966223,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.91,0.59,8.71,525.5453918507908,484.08360000000005,313.8564,1,2,0
D181,F5,P189,702.83,17.57,31.92,1,2026-04-06,16.644352098751277,78.93693285767777,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.55,0.71,14.350000000000001,686.0363577969454,386.5565,499.0093,3,0,0
D182,F3,P149,714.03,17.85,35.2,1,2026-04-23,12.64698373293758,75.42651579952086,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.74,0.68,17.35,714.0431702773717,528.3822,485.54040000000003,1,3,0
D183,F2,P61,379.22,9.48,12.36,1,2026-04-24,15.230689368464326,72.51913797687185,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.24,0.4,2.879999999999999,368.2051359027305,91.0128,151.68800000000002,1,4,0
D184,F4,P14,563.96,14.1,25.46,1,2026-04-16,15.128484860585926,73.4578887023045,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.35,0.71,11.360000000000001,553.1844972398674,197.386,400.4116,2,3,0
D185,F2,P56,360.01,9.0,11.45,1,2026-04-12,14.438250065264231,73.31724682514353,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.51,0.23,2.4499999999999993,354.2963566976049,183.6051,82.8023,3,6,1
D186,F1,P182,253.1,6.33,9.86,1,2026-04-21,15.96829963434725,77.54312286953551,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.57,0.74,3.5299999999999994,246.03320057777796,144.267,187.29399999999998,1,1,0
D187,F4,P152,581.06,14.53,21.15,1,2026-04-17,13.918298873259223,72.75098632065033,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.48,0.38,6.619999999999999,567.9302305862012,278.9088,220.8028,1,4,0
D188,F1,P4,774.08,19.35,25.95,1,2026-04-29,13.862170723442434,72.72485147626257,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.04,0.92,6.599999999999998,751.5958885213644,30.963200000000004,712.1536000000001,3,2,0
D189,F2,P26,541.12,13.53,20.15,1,2026-04-10,13.32213551250402,72.12509125392955,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.22,0.4,6.619999999999999,532.8381048694444,119.0464,216.448,1,4,0
D190,F4,P26,634.65,15.87,22.68,1,2026-04-20,13.32213551250402,72.12509125392955,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.25,0.41,6.8100000000000005,620.1129136838714,158.6625,260.20649999999995,1,0,0
D191,F5,P172,559.82,14.0,18.73,1,2026-04-25,17.417346739063852,76.58693633337546,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.48,0.08,4.73,553.0965116845631,268.71360000000004,44.7856,3,5,1
D192,F2,P194,226.24,5.66,11.5,1,2026-04-23,15.116944689753629,74.38108139607449,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.74,0.68,5.84,223.71701205901405,167.4176,153.84320000000002,3,3,0
D193,F4,P186,353.29,8.83,13.96,1,2026-04-05,15.38776753846495,76.54816226999966,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.06,0.74,5.130000000000001,352.3815197625986,21.197400000000002,261.4346,1,6,1
D194,F4,P9,799.11,19.98,32.58,1,2026-04-19,19.537614045478826,76.50630574276431,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.33,0.43,12.599999999999998,799.5470326212727,263.7063,343.6173,1,6,1
D195,F3,P131,729.11,18.23,25.8,1,2026-04-29,12.567527335999422,75.1742706177111,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.04,0.92,7.57,728.6926424494595,29.1644,670.7812,3,2,0
D196,F5,P130,396.23,9.91,16.93,1,2026-04-17,17.023155319589087,73.55419162809633,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.48,0.38,7.02,396.9148822187082,190.1904,150.56740000000002,3,4,0
D197,F5,P45,490.92,12.27,24.95,1,2026-04-15,16.83533903422254,76.31872873041338,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.91,0.59,12.68,484.7207920882846,446.73720000000003,289.6428,2,2,0
D198,F3,P116,426.03,10.65,16.34,1,2026-04-01,16.578339753366706,79.84265266972837,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.55,0.21,5.6899999999999995,414.1707147733956,234.3165,89.46629999999999,1,2,0
D199,F3,P103,298.85,7.47,11.3,1,2026-04-25,16.340321844439195,76.07051261471008,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.48,0.08,3.830000000000001,298.33552040769575,143.448,23.908,3,5,1
D200,F5,P188,76.22,1.91,3.7,1,2026-04-23,13.021517835379726,74.00013159372884,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.74,0.68,1.7900000000000003,75.14047827781489,56.4028,51.829600000000006,3,3,0
D201,F5,P78,728.04,18.2,26.64,1,2026-04-18,17.689196259504143,78.47600836911772,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.71,0.25,8.440000000000001,713.7080932679692,516.9083999999999,182.01,1,5,1
D202,F1,P160,61.61,1.54,2.43,1,2026-04-13,14.491306475130354,79.83608422897207,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.58,0.86,0.8900000000000001,61.37639218889932,35.733799999999995,52.9846,3,0,0
D203,F5,P199,290.3,7.26,11.35,1,2026-04-01,15.94420526217444,72.66627528956208,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.55,0.21,4.09,289.9236210260216,159.66500000000002,60.963,2,2,0
D204,F3,P23,290.2,7.25,9.24,1,2026-04-05,16.317537059112638,76.69400932531079,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.06,0.74,1.9900000000000002,290.6820696138117,17.412,214.748,3,6,1
D205,F3,P49,671.11,16.78,23.67,1,2026-04-01,14.365069486701712,72.84395407864217,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.55,0.21,6.890000000000001,660.218705397426,369.11050000000006,140.9331,3,2,0
D206,F2,P82,266.34,6.66,8.67,1,2026-04-25,17.405520936314247,77.88172895392617,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.48,0.08,2.01,255.85357055454568,127.84319999999998,21.307199999999998,2,5,1
D207,F4,P195,594.9,14.87,21.26,1,2026-04-29,12.799879097294909,72.42788237397895,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.04,0.92,6.390000000000002,581.5845818407703,23.796,547.308,2,2,0
D208,F5,P139,340.15,8.5,12.01,1,2026-04-25,16.296659417573245,74.61320993436833,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.48,0.08,3.51,339.1664055151928,163.272,27.212,2,5,1
D209,F3,P15,184.66,4.62,5.81,1,2026-04-24,18.04289128254122,75.40124699592995,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.24,0.4,1.1899999999999995,178.1959995696448,44.3184,73.864,3,4,0
D210,F1,P97,417.55,10.44,14.6,1,2026-04-10,14.442910882755148,75.88491002868982,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.22,0.4,4.16,404.853715010401,91.861,167.02,3,4,0
D211,F5,P9,754.79,18.87,30.51,1,2026-04-01,19.537614045478826,76.50630574276431,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.55,0.21,11.64,749.9196843248034,415.1345,158.5059,1,2,0
D212,F2,P19,385.01,9.63,14.29,1,2026-04-03,19.413270926350357,77.81817596685137,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.11,0.93,4.659999999999998,377.74757253123727,42.3511,358.0593,2,4,0
D213,F1,P10,830.11,20.75,34.95,1,2026-04-23,15.083332020319329,72.1277300177617,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.74,0.68,14.200000000000003,803.0507448475704,614.2814,564.4748000000001,1,3,0
D214,F2,P181,280.71,7.02,12.86,1,2026-04-09,14.72499655571392,74.08555622588723,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.84,0.43,5.84,277.619444775956,235.79639999999998,120.7053,2,3,0
D215,F2,P146,495.3,12.38,19.72,1,2026-04-30,12.328540134143006,75.19056721155836,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.92,0.25,7.339999999999998,496.05496298721545,455.67600000000004,123.825,2,3,0
D216,F4,P55,331.79,8.29,12.26,1,2026-04-12,12.004163015962526,74.82055085067336,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.51,0.23,3.9700000000000006,324.9973943682997,169.21290000000002,76.3117,3,6,1
D217,F5,P61,223.48,5.59,9.55,1,2026-04-08,15.230689368464326,72.51913797687185,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.84,0.87,3.960000000000001,222.33819028974784,187.7232,194.42759999999998,1,2,0
D218,F5,P160,716.25,17.91,29.28,1,2026-04-19,14.491306475130354,79.83608422897207,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.33,0.43,11.370000000000001,696.7982325365658,236.3625,307.9875,3,6,1
